日付,活動区分,ｱｸﾃｨﾋﾞﾃｨ,タイトル,"記録
リンク",GPSログ,主な訪問地,都道府県,補足,"距離
[km]",獲得標高 [m],"走行・歩行
時間",車種,メーカー,モデル
2018-04-30,🚲,サイクリング,京都市北部,https://yamap.com/activities/39830590,https://drive.google.com/file/d/1OthGAvjVEL1Kal6eFe6od5qTGxn7jOsa/view?usp=drivesdk,前ヶ畑峠[344m]、百井峠[741m]、花脊峠[759m]、佐々里峠[735m]、美山のかやぶきの里、道の駅「美山ふれあい広場」、神明峠[395m]、六丁峠[409m]、嵯峨鳥居本の町並み,京都,,138,"2,155",10:30,ロード,Cannondale,CAAD12
2018-05-01,🚲,グラベル,京都-ダルマ峠,https://yamap.com/activities/39987321,https://drive.google.com/file/d/14Nsmn-eBvTZk69RbWcs-bpZdm44mJneS/view?usp=drivesdk,京見峠[446m]、ダルマ峠[720m]、霊心寺林道、谷山林道、神護寺、西明寺、高山寺、仁和寺,京都,,45,"1,700",08:27,ロード,Cannondale,SYNAPSE Hi-Mod
2018-05-02,🚶,ウォーキング,京都散策,,,東本願寺、渉成園、あじき路地辺り、六波羅蜜寺、安井金毘羅宮、建仁寺、祇園界隈、巽橋、大和橋、知恩院、八坂神社,京都,,,,,－,－,－
2018-05-03,🚲,サイクリング,京都散策,https://connect.garmin.com/app/activity/2671497952,https://drive.google.com/file/d/1NOGoxfTF6zEpBS9qYKcm3naYvQ_bPyV8/view?usp=drivesdk,哲学の道、南禅寺、二年坂、三年坂、雲龍院、泉涌寺、東福寺、芬陀院、法輪寺、妙心寺、等持院、北野天満宮,京都,,38,314,9:01,ロード,Cannondale,CAAD12
2018-05-12,🚲,サイクリング,林道「西川新倉線」、二十曲峠,https://connect.garmin.com/app/activity/2692276474,https://drive.google.com/file/d/1vgBmarZmOlQC-wgZH1iXmDXLXC4pgtT6/view?usp=drivesdk,林道「西川新倉線」、二十曲峠[1150m],山梨,,65,583,3:55,ロード,Cannondale,SYNAPSE Hi-Mod
2018-05-27,🚲,サイクリング,箱根の東側の林道など,https://connect.garmin.com/app/activity/2729707433,https://drive.google.com/file/d/1a3z9aJKgqfVMRK-dPxkJ6DgAqnScOqgF/view?usp=drivesdk,林道「坊所線」、足柄幹線林道、芦ノ湖、セラピーロード、明神林道、金太郎の生家跡,栃木,,65,"1,495",5:15,ロード,Cannondale,CAAD12
2018-06-03,🚲,グラベル,柳沢峠周辺の林道,https://connect.garmin.com/app/activity/2747715293,https://drive.google.com/file/d/1nzv9F0ocapYZ4kfxypKhqVoz7y3tQbUQ/view?usp=drivesdk,林道「鈴庫山線」、林道「竹森線」、林道「笠取線」、三窪高原、林道「泉水横手山線」,山梨,,107,"1,877",10:19,ロード,Cannondale,SYNAPSE Hi-Mod
2018-06-23,🚲,サイクリング,星峠の棚田など,https://connect.garmin.com/app/activity/2797252095,https://drive.google.com/file/d/1tKtzxpR9JUpUVo-qh05GA2NFRM9c3XkH/view?usp=drivesdk,美人林、星峠の棚田、峠の茶屋、蒲生の棚田、その他棚田,新潟,,38,760,5:11,ロード,Cannondale,SYNAPSE Hi-Mod
2018-06-24,🏔🚲,山サイ,奥多摩駅から有間峠へ,https://connect.garmin.com/app/activity/2800122339,https://drive.google.com/file/d/1t4yseKQ2Kl0Z7jQZMlhNuAUjop6Sje-S/view?usp=drivesdk,林道「川乗線」、林道「日向沢線」、日向沢の峰、有間峠[1142m],埼玉、東京,,118,"1,544",10:52,シクロ,LOOK,X85
2018-07-01,🚲,サイクリング,名栗湖,https://connect.garmin.com/app/activity/2816940821,https://drive.google.com/file/d/1L_tfNa8BAv7Qws6LYbqlfwpMucFqQDc7/view?usp=drivesdk,名栗湖,埼玉、東京,,94,"1,006",5:58,ロード,Cannondale,CAAD12
2018-07-08,🚲,サイクリング,小山の田んぼアート巡り,https://connect.garmin.com/app/activity/2834269999,https://drive.google.com/file/d/1Zn4TIqUuCWXC9wnPSa4I8S5wOzrax1sC/view?usp=drivesdk,逆井城、筑波サーキット,茨城,,23,74,1:50,シクロ,LOOK,X85
2018-07-08,🚲,サイクリング,小山の田んぼアート巡り,https://connect.garmin.com/app/activity/2834704214,,関東鉄道、田んぼアート、渡良瀬遊水地,群馬,,73,132,5:29,シクロ,LOOK,X85
2018-07-14,🚲,グラベル,鳥倉林道,https://connect.garmin.com/app/activity/2849928562,https://drive.google.com/file/d/1JmDfZzCNBHgs0Ixk-RMSBlog81LiRS1K/view?usp=drivesdk,鳥倉林道,長野,,41,"1,170",5:31,シクロ,LOOK,X85
2018-07-15,🚲,サイクリング,下栗の里としらびそ高原,,,下栗の里、しらびそ高原,長野,,,,,ロード,LOOK,KG585
2018-07-21,🚲,サイクリング,乗鞍高原,https://connect.garmin.com/app/activity/2867599907,https://drive.google.com/file/d/1HZzQKVtnEFFW0Hl87N9C5ANc56pE-pl3/view?usp=drivesdk,白樺峠[1630m],長野,,20,344,2:51,ロード,LOOK,KG585
2018-07-22,🚲,サイクリング,乗鞍,https://connect.garmin.com/app/activity/2881729518,https://drive.google.com/file/d/1Yg_dQigRLvx3tII4kgNBEJuLbBz4rB-e/view?usp=drivesdk,乗鞍エコーライン、畳平[2702m],長野,乗鞍,45,"1,224",3:50,ロード,LOOK,KG585
2018-07-29,🚲,サイクリング,鎌倉と湘南の海沿いをブラリ,https://connect.garmin.com/app/activity/2888459630,https://drive.google.com/file/d/1Ej2L5Dh4ga_ISq9Pz4pPXOSEtA4e3J_S/view?usp=drivesdk,円覚寺、明月院、浄明寺、一条恵観山荘、左可井、光明寺、稲村ヶ崎、藤澤浮世絵館,神奈川,,27,169,5:27,小径車,r&m,BD-1
2018-08-17,🚲,サイクリング,おにゅう峠,https://yamap.com/activities/40127456,https://drive.google.com/file/d/1L2tR26bNL35lREloPMtT2RzC__9jWvWt/view?usp=drivesdk,道の駅「若狭おばま」、上社、下社、鵜の瀬、上根来集落、林道小入谷線、おにゅう峠[846m]、道の駅「くつき新本陣」、宝牧場、水坂峠[280m]、熊川宿、小浜港,福井、滋賀,,91,"1,450",07:49,ロード,Cannondale,SYNAPSE Hi-Mod
2018-08-18,🚲,サイクリング,冠山峠,https://connect.garmin.com/app/activity/2941088550,https://drive.google.com/file/d/1DYLOkg11_wgCtAH2odFGt9JjvF3XwjuP/view?usp=drivesdk,かずら橋駐車場、林道冠山線、冠山峠[1050m]、能面美術館、かずら橋,福井,,38,827,2:54,ロード,Cannondale,SYNAPSE Hi-Mod
2018-09-02,🚲,サイクリング,福島駅から珍スポットを経由して郡山駅へ,https://connect.garmin.com/app/activity/2981220763,https://drive.google.com/file/d/1GeYuMll7E9xn40p9zWAQLJji_YlQgMuB/view?usp=drivesdk,UFOふれあい館、UFO物産館、デコ屋敷、みちのく自転車道、,福島,,64,881,4:17,小径車,r&m,BD-1
2018-09-08,🏔,登山,高尾山,https://connect.garmin.com/app/activity/2996722451,https://drive.google.com/file/d/1TgLlnKS_8LeXITP7kCIJsuUqDDafwQbP/view?usp=drivesdk,高尾山[599m],東京,,6,429,4:13,－,－,－
2018-09-09,🚲,サイクリング,大弛峠,https://connect.garmin.com/app/activity/2999432503,https://drive.google.com/file/d/15nbpQ7u52UdLkkUiooZNlCu5m63yVpZa/view?usp=drivesdk,道の駅「花かげの郷まきおか」、大弛峠[2360m],山梨,大弛峠,57,"1,787",4:36,ロード,Cannondale,SYNAPSE Hi-Mod
2018-09-16,🚲,サイクリング,巾着田,https://connect.garmin.com/app/activity/3017884472,https://drive.google.com/file/d/18myZet_dWikp4F_ss1e-J2dzU9eg7WpF/view?usp=drivesdk,巾着田、高麗神社、豆腐厨房 日高楡木店,埼玉、東京,,60,440,4:18,クロス,DE ROSA,TEAM
2018-10-06,🚲,サイクリング,鷹狩山展望台,https://connect.garmin.com/app/activity/3073814017,https://drive.google.com/file/d/1lE40K1EJX3JONc2aX_ISE5LxtstS01SH/view?usp=drivesdk,七色大カエデ、唐花見湿原、鷹狩山展望台,長野,🍁,43,790,4:11,ロード,Cannondale,SYNAPSE Hi-Mod
2018-10-07,🚲,サイクリング,御嶽パノラマラインと鈴蘭スカイライン,https://connect.garmin.com/app/activity/3073814051,https://drive.google.com/file/d/1cwAhmHHUZpRl0ZNcE6YLu_NVN9DSFsgd/view?usp=drivesdk,日和田公園、御嶽パノラマライン、大平展望台、鈴蘭スカイライン、道の駅「飛騨たかね工房」,長野,🍁,74,"1,497",5:48,ロード,Cannondale,SYNAPSE Hi-Mod
2018-10-08,🚲,サイクリング,乗鞍,https://connect.garmin.com/app/activity/3073814090,https://drive.google.com/file/d/1KQtBtMxjUBunlfxI2LvdDctqVWw8-ocX/view?usp=drivesdk,乗鞍高原、乗鞍エコーライン、畳平[2702m],長野,乗鞍,44,"1,257",4:15,ロード,Cannondale,CAAD12
2018-10-20,🚲,サイクリング,折八古関林道,https://connect.garmin.com/app/activity/3103203957,https://drive.google.com/file/d/1NBPsl7yyDsuN9F2iMI3XbzOuk9qG8z_A/view?usp=drivesdk,折八古関エコーライン、本栖道、本栖湖,山梨,🍁,54,"1,333",7:18,ロード,Cannondale,SYNAPSE Hi-Mod
2018-10-21,🚲,サイクリング,川越まつり＆うなぎポタリング,https://connect.garmin.com/app/activity/3104929864,https://drive.google.com/file/d/1OFF60cE0o-L2OHuwMAd0BUtuns_FeClb/view?usp=drivesdk,川越まつり、うなぎの「いちのや」,埼玉、東京,,54,205,3:47,クロス,DE ROSA,TEAM
2018-10-28,🚲,サイクリング,瑞牆山など,https://connect.garmin.com/app/activity/3126044194,https://drive.google.com/file/d/1n99-S1Fqs9LNuSyWJ-yx9s9c8Gd8zErz/view?usp=drivesdk,みずがき湖、高須林道、平沢峠[1450m]、野辺山、信州峠[1470m]、瑞牆山自然公園、本谷川渓谷,山梨,🍁,60,"1,620",6:44,ロード,Cannondale,SYNAPSE Hi-Mod
2018-11-03,🚲,サイクリング,大血川林道の紅葉,https://connect.garmin.com/app/activity/3136205257,https://drive.google.com/file/d/1PpjDJGj8fuC2kHOpgOymveCg8F5v90_J/view?usp=drivesdk,大血川林道、三峯神社、栃本関所跡、入川林道,埼玉,🍁,53,"1,371",7:20,ロード,Cannondale,SYNAPSE Hi-Mod
2018-11-11,🚲,サイクリング,北茨城の紅葉,https://connect.garmin.com/app/activity/3153913845,https://drive.google.com/file/d/1-HwIP-4G-jLpDPDNxppumtK7-83vwmU7/view?usp=drivesdk,袋田の滝、永源寺、道の駅「だいご」、月待ちの滝、武生林道、亀ヶ淵,茨城,🍁,75,"1,410",8:07,ロード,Cannondale,SYNAPSE Hi-Mod
2018-11-17,🚲,サイクリング,妙義山と徳明園紅葉,https://connect.garmin.com/app/activity/3166698283,https://drive.google.com/file/d/1DMTOconuwh48gv4np7_e8_j3fIKcmAZl/view?usp=drivesdk,はねこし峡、妙義山[1104m]、少林山達磨寺、洞窟観音、徳明園、高崎白衣大観音、旧富岡製糸場,群馬,🍁,80,"1,074",6:51,ロード,Cannondale,SYNAPSE Hi-Mod
2018-11-18,🚲,サイクリング,野川源流,https://connect.garmin.com/app/activity/3171385874,https://drive.google.com/file/d/1dQBGMggcxUUk5syjRKRwzUJg7cOLT8eC/view?usp=drivesdk,武蔵国分寺跡、お鷹の道、殿ヶ谷戸庭園、野川源流（日立製作所中央研究所）,東京,🍁,20,70,1:40,クロス,TREK,FX3
2018-11-23,🚲,サイクリング,宝徳寺の床もみじ,https://connect.garmin.com/app/activity/3179865649,https://drive.google.com/file/d/1irtzsMBX603XojXoxrOVqmMN7H_wodVw/view?usp=drivesdk,宝徳寺,群馬,🍁,29,210,1:57,ロード,Cannondale,SYNAPSE Hi-Mod
2018-11-23,🚲,サイクリング,足利の紅葉,https://connect.garmin.com/app/activity/3179865661,https://drive.google.com/file/d/1VzY7FlPr_tTtmxKpe9kLYDV90tOcxHqO/view?usp=drivesdk,崇禅寺、織姫神社、もみじ谷、鑁阿寺、足利学校,栃木,🍁,25,150,2:43,ロード,Cannondale,SYNAPSE Hi-Mod
2018-12-02,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/3239605241,https://drive.google.com/file/d/1Qgw99jgPDhloEmqEnDRkWjyHA2VPqfx3/view?usp=drivesdk,秋葉原、丸の内、国会議事堂周辺、靖国神社、神宮外苑、西新宿、吉祥寺,東京,🍁,30,213,4:21,小径車,r&m,BD-1
2018-12-16,🚲,グラベル,狭山湖,https://connect.garmin.com/app/activity/3239605270,https://drive.google.com/file/d/1DzX3kChZ0NFbJMO0R7PuAiCEKRmqbyxA/view?usp=drivesdk,狭山湖、六道山公園,埼玉、東京,,39,279,2:15,シクロ,LOOK,X85
2018-12-23,🚲,サイクリング,横須賀、横浜,https://connect.garmin.com/app/activity/3241420327,https://drive.google.com/file/d/1kjEqZBywbTOE_5T3LFUv-XPpFJlI3H_3/view?usp=drivesdk,ヴェルニー公園、伊勢佐木町、中華街、みなとみらい,東京、神奈川,,130,897,8:11,ロード,Cannondale,CAAD12
2019-01-13,🚲,サイクリング,南伊豆,https://connect.garmin.com/app/activity/24092502445,https://drive.google.com/file/d/1GeFA75TGttT324GaQ4vnnULPELohNXNb/view?usp=drivesdk,弓ヶ浜、石廊崎、ユウスゲ公園、あいあい岬、雲見、松崎町、蛇石峠[324m]、蛇石、サンドスキー場、竜宮窟,静岡,,88,"2,363",8:09,ロード,Cannondale,SYNAPSE Hi-Mod
2019-01-14,🚲,サイクリング,お台場周辺など,https://connect.garmin.com/app/activity/3298630181,https://drive.google.com/file/d/1Ysy8-0a_d-lgHFvinghB9GI9DnnUenWz/view?usp=drivesdk,有明西ふ頭公園、水の広場公園、テレコムセンター、お台場ガンダム、豊洲ぐるり公園,東京,,25,236,2:47,小径車,r&m,BD-1
2019-01-19,🚲,サイクリング,南房総,https://connect.garmin.com/app/activity/3312463127,https://drive.google.com/file/d/1kAm0RfbpPcdT-bzsjjvB_n0aztSAj0Er/view?usp=drivesdk,道の駅「ちくら・潮風王国」、林道「畑２号線」、海底地すべり地層、海底地すべり地層、野島崎灯台、萬徳寺の釈迦涅槃像、洲崎神社の浜の鳥居、赤山地下壕跡,千葉,,62,456,4:40,ロード,Cannondale,SYNAPSE Hi-Mod
2019-01-26,🚲,サイクリング,南伊豆,https://connect.garmin.com/app/activity/3365797334,https://drive.google.com/file/d/1mmrW58Gr3EOi4oOYz6IeTL4-U-mFPzQ8/view?usp=drivesdk,雲見,静岡,,48,905,7:04,ロード,Cannondale,SYNAPSE Hi-Mod
2019-02-09,🚲,サイクリング,伊勢散策,https://connect.garmin.com/app/activity/3383330589,https://drive.google.com/file/d/15LABW1-G9mN9MaasuGu6PJOVFn5nvkUb/view?usp=drivesdk,伊勢神宮・下宮、猿田彦神社、伊勢神宮・内宮、月讀宮、倭姫宮,三重,,10,100,1:10,小径車,r&m,BD-1
2019-02-10,🚲,サイクリング,鳥羽,https://connect.garmin.com/app/activity/3383330611,https://drive.google.com/file/d/1ZWz0Ws8tNdEk3t2N05sMFBuCLj6h0Lnq/view?usp=drivesdk,夫婦岩,三重,,11,94,1:17,小径車,r&m,BD-1
2019-02-10,🚲,サイクリング,渥美半島,https://connect.garmin.com/app/activity/3383330654,https://drive.google.com/file/d/1vT66UyBqVrGkekkepGAbjILQy_mEla3z/view?usp=drivesdk,伊勢湾フェリー、伊良湖岬灯台、恋路ヶ浜、日出の石門、渥美半島自転車道、三河田原駅,愛知,,31,239,2:46,小径車,r&m,BD-1
2019-02-16,🚲,サイクリング,伊豆一周,https://connect.garmin.com/app/activity/3388362259,https://drive.google.com/file/d/1mirGRTpmutk-m-dzI9tudW_0_bjYJ3_6/view?usp=drivesdk,道の駅「伊豆のへそ」,静岡,伊豆イチ,187,"3,185",11:27,ロード,Cannondale,SYNAPSE Hi-Mod
2019-03-23,🚲,サイクリング,ときがわ町から花桃の里へ,https://connect.garmin.com/app/activity/3488881722,https://drive.google.com/file/d/1DEYzw1Yq9_FJZOSNser4_0lUKIhwHih-/view?usp=drivesdk,「林道雀川上雲線」、林道「赤木慈光線」、林道「栗山七重線」、林道「栗山線」、林道「栗山支線」、林道「御堂笠山線」、道の駅「和紙の里ひがしちちぶ」、花桃の里、道の駅「おがわまち」、旧下里分校,埼玉、東京,,62,"1,373",6:29,ロード,Cannondale,SYNAPSE Hi-Mod
2019-03-30,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/3510785510,https://drive.google.com/file/d/1Kl7kDfIBdZkrtHSIx0gRewK4KQJsrJLz/view?usp=drivesdk,北の丸公園、皇居、東京駅、日本橋、小石川後楽園,東京,🌸,16,162,2:31,小径車,r&m,BD-1
2019-03-31,🚲,サイクリング,都内,https://connect.garmin.com/app/activity/3512118978,https://drive.google.com/file/d/1PpFz2WNmYoMQaaxPxLWQbZPoazKHA6ZL/view?usp=drivesdk,小平市、多摩湖自転車道、井の頭公園、神田川、西新宿、目黒川、呑川緑道、野川、武蔵野公園,東京,🌸,67,305,8:09,小径車,r&m,BD-1
2019-04-06,🚲,サイクリング,都幾川桜堤,,,日枝神社、旧下里分校,埼玉,🌸,,,,クロス,DE ROSA,TEAM
2019-04-07,🚲,サイクリング,甲州市周辺,https://connect.garmin.com/app/activity/3538106084,https://drive.google.com/file/d/1nIPKVgn1JP5xpHoXQ_eoD7IZ61i11bSV/view?usp=drivesdk,乙ヶ塚のしだれ桜、フルーツライン、慈雲寺、周林寺、ほうとうの七福、向嶽寺、放光寺,山梨,🌸,24,479,2:11,ロード,Cannondale,SYNAPSE Hi-Mod
